id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,num_of_artists,year,artist_followers,genres,artist_popularity,genre
1mtUqbOtIjHdaZyyeBmx5R,"All Blues - Live at the Newport Jazz Festival, Newport, RI - July 1966",13,627107,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],2015-07-17,0.38,0.491,2,-11.738,0,0.0695,0.205,3.67e-06,0.08,0.371,142.126,3,1,2015,2400898,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",62,vocal jazz
28anyQ5NZxVBNHWw9zo0ju,"Gingerbread Boy - Live at the Newport Jazz Festival, Newport, RI - July 1966",11,509613,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],2015-07-17,0.38,0.642,5,-10.779,0,0.0597,0.151,1.46e-05,0.937,0.505,124.366,4,1,2015,2400898,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",62,soul
7tS65NflLm1jmiLDSwPvEm,"Stella by Starlight - Live at the Newport Jazz Festival, Newport, RI - July 1966",12,478427,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],2015-07-17,0.359,0.462,5,-11.696,1,0.0566,0.23,0.00117,0.259,0.385,156.127,4,1,2015,2400898,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",62,jazz fusion
2ILQXkqwzY7lBEEnOZGtwi,"R.J. - Live at the Newport Jazz Festival, Newport, RI - July 1966",10,380893,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],2015-07-17,0.342,0.449,2,-12.463,0,0.0453,0.258,3.96e-06,0.151,0.505,148.476,4,1,2015,2400898,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",62,hard bop
4OYMMhhvDG1iGRrCu9HYjE,"Seven Steps to Heaven - Live at the Newport Jazz Festival, Newport, RI - July 1966",10,285880,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],2015-07-17,0.351,0.627,5,-10.793,1,0.083,0.117,3.92e-05,0.134,0.455,85.005,4,1,2015,2400898,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",62,jazz trumpet
6aQrGQgMYhUP7Rtzz5Gois,"The Theme / Closing Announcement by Leonard Feather - Live at the Newport Jazz Festival, Newport, RI - July 1966",9,137080,0,['Miles Davis'],['0kbYTNQb4Pb1rPbbaF0pT4'],2015-07-17,0.405,0.592,3,-11.947,0,0.193,0.0956,9.93e-06,0.287,0.542,119.363,4,1,2015,2400898,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",62,jazz trumpet
36qiD6Ry73Z6R7w9xXqZjY,Interview With Steve Marriott - BBC Saturday Club Session / March 1966,1,58961,0,['Small Faces'],['1YqGsKpdixxSVgpfaL2AEQ'],2015-05-01,0.761,0.181,1,-23.291,1,0.904,0.817,0.0,0.165,0.808,86.822,4,1,2015,306484,"['british blues', 'british invasion', 'protopunk']",46,british invasion
5XA7pXQGKd2Lv9oxvmJlpi,Interview With Steve Marriott - BBC Saturday Club Session / August 1966,1,62102,0,['Small Faces'],['1YqGsKpdixxSVgpfaL2AEQ'],2015-05-01,0.684,0.281,8,-20.386,1,0.916,0.8,0.0,0.0848,0.772,98.828,4,1,2015,306484,"['british blues', 'british invasion', 'protopunk']",46,british invasion
71LENrqj6MMZVdeJdRCfMr,Interview With Steve Marriott - BBC Saturday Club Session / May 1966,1,84852,0,['Small Faces'],['1YqGsKpdixxSVgpfaL2AEQ'],2015-05-01,0.711,0.102,2,-22.798,1,0.898,0.818,0.0,0.137,0.494,94.033,4,1,2015,306484,"['british blues', 'british invasion', 'protopunk']",46,protopunk
7wC7sgcb85BS0OQZMjlJkx,Year 3000,4,156963,0,['Black Tie Event'],['0m9P1DsUOjDOw8dm54ZTTP'],2016-07-23,0.665,0.751,11,-4.35,1,0.0483,0.03,0.0,0.117,0.844,112.01,4,1,2016,1588,[],6,
2EH87hHvNBVNQapavJJ6nw,All Through the Years - 2021 [Remastered],6,210527,0,"['Anthony Rausku', 'Anthony Juhani Rausku']","['1vcwmKeyhL8MQV74vokrbV', '3lpdSuQuGJZnWmcTI7ujjU']",2016-02-11,0.1,0.642,3,-4.603,1,0.0335,0.0107,0.0788,0.244,0.176,65.153,3,2,2016,70,[],18,
54UZSUHtIYfD0M7l0XZry9,Dog,9,160173,0,['Acappella 7'],['4g7iVdtx9S3b2kcUPHh9xV'],2016-11-11,0.799,0.335,3,-8.26,1,0.0564,0.838,0.0,0.107,0.688,120.028,4,1,2016,561,[],11,
0AYUCnwvMFmTrS1ar8cjz5,30 Years - Live at Xm Radio Studio One 2002,1,233347,0,['John Wetton'],['0rk01XEfDhJhnBFp0LT1HQ'],2015-10-09,0.17,0.174,1,-14.933,1,0.0352,0.753,5.13e-05,0.458,0.106,76.449,3,1,2015,30237,"['progressive rock', 'symphonic rock']",30,progressive rock
3ahDa9N1X8765hCa7AMJmR,"Onward, Christian Soldiers",1,381333,0,['2002 Philadelphia Singers'],['795Zjx3LdbkTug23uGtqUo'],2015-09-08,0.161,0.211,11,-13.471,1,0.031,0.921,0.000191,0.182,0.0624,83.845,4,1,2015,35,[],0,
1AHGrKFv3nSCH9K7yg8gOz,Punk Rock 101,52,184322,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.63,0.936,4,-4.576,1,0.084,0.00128,0.0,0.0823,0.733,117.962,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
1lfaObhOUYMHy4T3vux3qT,Girl All the Bad Guys Want,41,196548,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.639,0.837,7,-4.743,1,0.0493,0.00376,0.0,0.331,0.899,131.99,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,neon pop punk
1zitHEcVqLpL7EmjGSR0tu,I've Been Away Too Long - Remastered 2003,35,275200,0,['George Baker Selection'],['2MGJBRRGEj9m6MxJIq7fLn'],2016-04-08,0.526,0.503,0,-9.341,1,0.0224,0.0559,0.0,0.382,0.472,73.166,4,1,2016,48641,['nederpop'],50,nederpop
7zDmY2QHuelJABpgelsbw2,The Bitch Song,37,197149,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.407,0.916,9,-5.307,1,0.0907,0.000104,3.64e-05,0.156,0.559,170.046,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
2R2zGPoqpNp3lOfI03RrWV,Suckerpunch,32,198629,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.503,0.923,9,-4.172,1,0.0444,0.00013,4.71e-06,0.0827,0.824,159.019,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
58X2UhCZQxHOWaBMNRNJv7,Emily,28,208426,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.463,0.886,9,-4.53,1,0.0496,0.000828,0.0,0.119,0.663,161.927,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
1gtadwEKHcGTuFEMMxgkJd,Life After Lisa,26,180211,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.668,0.834,11,-4.379,1,0.0314,0.000742,9.57e-06,0.173,0.854,130.321,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,pop punk
2lq7sC4GEvtz8po0WeMEQw,20 Years (That's a Lot of Beers),21,201633,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.629,0.559,0,-8.34,1,0.0321,0.501,0.0,0.26,0.499,114.969,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
7dlUNrNAcBsyBHMwfY7gvA,Last Rock Show,23,89169,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.495,0.965,0,-4.717,1,0.0578,3.72e-05,0.000188,0.304,0.43,101.069,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,neon pop punk
6zbPbdbG6a1GEhYwI8KRG0,You and Me,21,241921,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.512,0.813,0,-4.481,1,0.0261,0.000534,4.34e-05,0.0894,0.441,90.538,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,pop punk
33Iif7YC2IYvTHPfdlyC7m,Belgium,20,200964,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.494,0.917,7,-4.672,1,0.0559,0.00113,0.0,0.204,0.803,167.943,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
5GcdSVm9Yq1lOFhVcBZdet,Cody,19,266343,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.304,0.94,2,-5.198,1,0.0787,0.00101,1.76e-06,0.25,0.83,168.093,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,neon pop punk
4cNq5YYWIe7GLD17eTcHHe,2113,19,280431,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.487,0.874,9,-4.425,1,0.046,0.000242,1.56e-06,0.0931,0.717,163.057,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
6LxaHxHXlahsSyGROh62zQ,Scope,18,214350,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.605,0.916,4,-4.384,1,0.0391,0.0019,0.0,0.27,0.717,125.681,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,neon pop punk
4RUypgnS4gcvyFmqCibjgc,Dance with You,18,209566,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.536,0.893,0,-5.222,1,0.0598,0.000538,2.5e-05,0.211,0.841,154.099,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,pop punk
6stpWRbaoK9zxkKwuOHQcG,Center of the Universe,17,326947,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.313,0.931,3,-4.116,0,0.0902,0.0397,1.1e-06,0.39,0.234,170.0,3,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,speed metal
33vr6Sl8518WtTaecvna5I,Koolaid,17,222899,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.43,0.944,11,-4.839,0,0.0567,0.000301,5.95e-06,0.129,0.836,168.015,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
3wuAIE4zNBmJazGrZifAX5,Pictures He Drew,17,205278,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.597,0.894,9,-4.896,1,0.0344,0.000493,0.0,0.119,0.7,133.531,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,pop punk
3jKjOSlgx2uw2kzCXjp15F,Wings of Despair,17,270547,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.221,0.976,1,-5.406,0,0.115,0.00226,0.0,0.303,0.22,169.938,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,symphonic metal
0xYVdBQkcp80hhFvEMJ9Xu,Thirteen,17,181947,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.531,0.945,7,-5.011,1,0.0557,1.24e-05,4.29e-05,0.0439,0.755,107.044,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,texas pop punk
4J6oVEkibrw2c5cGYQeoU8,Sandwich,16,228171,0,['Bowling For Soup'],['5ND0mGcL9SKSjWIjPd0xIb'],2015-01-27,0.549,0.954,7,-4.925,1,0.0444,0.000138,0.0,0.318,0.84,102.051,4,1,2015,1052811,"['neon pop punk', 'pop punk', 'texas pop punk']",62,pop punk
46T0ADnhsgGrkN6mCudZhD,The Spell,16,258693,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.567,0.889,1,-4.963,1,0.0319,0.0063,6.54e-06,0.18,0.51,95.032,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
0GzinekE06Z7cz3oOfzlrf,Karma,12,310893,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.438,0.975,8,-5.84,0,0.176,0.00294,0.0632,0.16,0.291,154.907,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
7vzv8lzLLfGCAtRAx4howl,Descent of the Archangel,10,275680,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.352,0.937,8,-5.944,0,0.0652,0.0015,4.35e-06,0.173,0.463,169.875,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,progressive metal
4XAZqbndGYXs6gBWjoagMc,Black Tower,7,246000,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.351,0.944,5,-9.556,0,0.0809,0.000223,0.00125,0.126,0.33,105.748,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,progressive metal
0l4nTjV36R1XxDWMaMRhQa,Eternity,8,341667,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.305,0.931,3,-8.931,0,0.0713,0.000206,0.000164,0.104,0.373,106.857,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
3rnzP0IzUDJzXcuhMRC4SN,Until Kingdom Come,9,251627,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.484,0.947,11,-5.994,1,0.0552,0.000226,0.000791,0.197,0.541,143.042,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,gothic symphonic metal
0DfSjyLPW3qRn8usgAqW8U,III Ways to Epica,9,376560,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.331,0.908,11,-5.563,1,0.11,0.000672,0.000566,0.396,0.231,174.883,5,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,metal
0LIFmHaDyCwhM9CXFeOMRm,The Fourth Legacy,9,295373,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.231,0.97,1,-3.209,1,0.178,0.00167,3.2e-05,0.206,0.191,164.692,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,gothic symphonic metal
6PrlJuI3bWxj2TYDAPokaI,The Edge of Paradise,9,249760,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.519,0.964,10,-3.744,0,0.0461,0.000585,9.59e-05,0.141,0.344,110.026,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
3mURzXDDLYFdjiTFTeElXA,Call of the Sea,8,314973,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.24,0.929,3,-8.623,0,0.111,0.0148,0.0,0.115,0.295,93.256,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,melodic metal
0oHxSdMfsOs7GShiY8H5CN,We Are Not Separate,8,216200,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.344,0.913,1,-5.998,0,0.0434,0.00126,0.000595,0.071,0.594,129.185,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
5hqqfioCIxbMyAiFltAIEi,Nights of Arabia,10,324813,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.345,0.931,11,-5.907,1,0.26,0.00375,1.36e-05,0.285,0.104,149.994,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,symphonic metal
6NzqrAnZ8Y7DHFSA5vOsFL,We Three Kings,6,283827,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.0958,0.462,4,-13.4,0,0.036,0.00809,0.66,0.101,0.0638,177.76,3,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,symphonic metal
01WSvd7RMBzX3qPv2oFDkc,Desert Reign,6,99307,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.325,0.419,6,-13.092,1,0.065,0.716,0.944,0.499,0.0338,110.01,3,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,speed metal
12ewHEJZCM9mxDlBbLQWW6,Expedition,6,341520,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.547,0.862,6,-7.468,0,0.0413,0.0142,0.252,0.272,0.37,136.824,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,melodic metal
1hDHVW4hSR8rjDtuQ6Bjnb,Heaven,6,219760,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.3,0.971,1,-7.509,1,0.075,0.000266,2.9e-06,0.138,0.475,103.189,3,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,speed metal
7jFn4Z93XDuTOBDe1XvwZK,Where I Reign,7,358507,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.388,0.744,11,-8.086,0,0.0454,0.0822,0.196,0.113,0.275,140.942,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,melodic metal
0cup93aPHyhq9ILBhiRaTs,Creation,6,306133,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.269,0.844,1,-9.673,1,0.0495,0.000134,0.853,0.0469,0.407,153.243,3,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,progressive metal
4AhrJM7EMXyURmTFTfzpyG,The Gleeman,7,379867,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.304,0.956,8,-8.349,1,0.0667,0.000471,0.0915,0.0878,0.384,103.767,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
4iqgRHPYpq6katMNaCemob,Milllennium,7,315000,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.436,0.987,6,-8.023,0,0.0843,4.52e-05,0.211,0.0963,0.295,151.748,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,progressive metal
1BHmKczU1evxAO5ugSZLzc,Rise Again,6,246907,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.577,0.885,5,-8.554,0,0.0474,4.24e-05,0.0206,0.16,0.0392,106.285,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
3HvyojqCpXBajKCT0d3m1S,New Allegiance,5,54720,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.568,0.782,9,-6.637,0,0.0423,0.336,0.914,0.341,0.966,160.238,3,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
1gF3as4jxosYIAVFfwgQas,Rhydin,6,303280,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.352,0.747,6,-8.911,1,0.036,0.00967,0.00832,0.179,0.34,120.017,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,gothic symphonic metal
5b0nhQtNjk7SKnEPHTNohb,Ascension,6,85067,0,['Kamelot'],['7gTbq5nTZGQIUgjEGXQpOS'],2016-05-13,0.476,0.278,10,-15.102,0,0.0404,0.808,0.403,0.138,0.0717,115.037,4,1,2016,356746,"['gothic symphonic metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'symphonic metal']",52,power metal
226obdT6h06EN55UwK1Oj0,Violent Years - The Lonely Ones - 2007,2,163480,0,['American Werewolves'],['7myh7BeUK57DwJ2v7SAwgC'],2016-01-29,0.42,0.987,10,-3.564,1,0.043,0.0515,3.76e-05,0.162,0.594,96.86,4,1,2016,3849,['horror punk'],10,horror punk
23bdho4hjQmaO96YeRM5We,My Shepherd Will Supply My Need (feat. Christina MC Carty),1,318000,0,"['2003 Philadelphia Singers', 'Christina Mc Carty']","['6R7duLPURaMHmXFUWJpL9N', '3HBbUsrUv6486cW3QMaRBG']",2015-09-08,0.203,0.154,1,-17.078,1,0.0347,0.959,0.014,0.106,0.0661,75.459,3,2,2015,9,[],0,
58lQgf1Y5gRJRr6S0Nwp50,The Months of the Year - 2014 Version,32,89655,0,['The Kiboomers'],['1qKLikeNYpQFSsDAjg7HpI'],2015-08-01,0.903,0.262,2,-12.528,1,0.081,0.843,0.0,0.109,0.681,95.098,4,1,2015,49795,"[""children's music"", 'nursery', ""preschool children's music""]",64,preschool children's music
0Y3Yq72WBT1nAyD9aDu1sB,Senior Year,23,383761,1,['Anthony Amorim'],['1tt29X4uRBgHBhu9M1vEXM'],2016-08-14,0.705,0.133,3,-16.559,1,0.12,0.827,0.0,0.072,0.205,127.797,4,1,2016,42791,[],42,
7L5YdePdwrQEKm0RsIRBFP,Cydonia - 2004 Breakdown,5,85194,0,['Andy & Peter'],['57g2iLluswdewmCPNU6kn5'],2015-01-14,0.252,0.256,0,-12.811,1,0.0446,0.2,0.748,0.216,0.0361,53.027,4,1,2015,12,[],0,
7H3KehA8kdQzUnD8HfrYnP,Thinking About You - 2004 Version,3,154160,0,['Angelo Kelly'],['4AYr3BvKmH1uDYEiHiS1eY'],2016-05-06,0.421,0.124,7,-17.027,1,0.0723,0.817,0.0,0.107,0.352,172.454,3,1,2016,54358,[],35,
5rJw9VsPNdfnV9Ar97xZG2,K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),34,182288,0,['Anthem Lights'],['7kwEvDE8e7EBGKh5bLczqQ'],2015-03-31,0.39,0.455,4,-4.247,1,0.0316,0.397,0.0,0.125,0.358,107.012,4,1,2015,419912,"['channel pop', 'viral pop']",54,channel pop
5ya8rum1Yym1ObenIygXAC,Gentleman of the Year - 2015 Remaster,26,249333,0,['Beatsteaks'],['79qRD2IfSr3pmuYUficMWX'],2015-09-18,0.625,0.954,11,-5.596,0,0.0386,0.000308,0.00465,0.577,0.786,120.13,4,1,2015,328149,"['german pop', 'german punk', 'german punk rock', 'german rock']",48,german rock
0etMFEwiQixrUqeLciQzcv,Good Young Years,18,266874,1,"[""Patrice O'Neal""]",['0QbGBnY8qUpzqAhGPKJmF2'],2015-12-04,0.509,0.796,6,-8.128,1,0.902,0.966,2.94e-05,0.471,0.604,96.618,5,1,2015,24040,['black comedy'],29,black comedy
1QuQYc4yclk9oAR6hdbMxA,Years of Abalone - Remastered,9,148320,0,['Rome'],['5Y9b87BZjL8FYMFiWfSFAL'],2015-09-25,0.523,0.59,8,-10.199,1,0.0254,0.256,0.228,0.258,0.691,97.512,4,1,2015,45692,"['luxembourgian indie', 'martial industrial', 'neofolk']",41,luxembourgian indie
3tU5lmzQQxzuzqr1HWylQB,Getting Personal - Avicii's Italectronic Remix,8,179993,0,"['Maurizio Gubellini', 'Mia Crispin']","['3Mj7kskBT2nxay5h2KVesB', '6NrC4ZNrKR5DPCIbdSfDm3']",2016-01-18,0.766,0.692,2,-9.461,1,0.0417,0.0574,0.636,0.158,0.275,127.929,4,2,2016,1404,[],16,
2w75vTl9zWiq9Eh5fPknCj,Zombie Attack - 2005 Remaster,6,231133,0,['Tankard'],['0lKpKsvjBKLUeyVIAPHUy1'],2016-05-20,0.268,0.97,5,-7.235,1,0.136,2.77e-05,0.00217,0.685,0.0416,88.725,4,1,2016,134642,"['death metal', 'german metal', 'german thrash metal', 'metal', 'old school thrash', 'speed metal', 'thrash metal']",36,death metal
0rBmGlAc6NQxa0Wal00Wg2,(Empty) Tankard - 2005 Remaster,5,285267,1,['Tankard'],['0lKpKsvjBKLUeyVIAPHUy1'],2016-05-20,0.206,0.991,4,-5.717,1,0.151,2.48e-05,4.08e-05,0.289,0.0414,108.766,4,1,2016,134642,"['death metal', 'german metal', 'german thrash metal', 'metal', 'old school thrash', 'speed metal', 'thrash metal']",36,old school thrash
6BjPF4fv5L8bQ8AFmdfKAi,Spectateur,5,274437,0,['Garçons Coiffeurs'],['3hHDhITndgoKXAx61jaSKp'],2015-05-31,0.546,0.87,9,-7.208,0,0.0333,0.00806,0.847,0.0893,0.414,140.044,4,1,2015,123,[],0,
1zlGzlyT0GqOvDC2QXTDvV,Sequelles,5,148062,0,['Garçons Coiffeurs'],['3hHDhITndgoKXAx61jaSKp'],2015-05-31,0.552,0.874,4,-7.441,0,0.0617,9.88e-05,0.0216,0.287,0.626,164.522,4,1,2015,123,[],0,
1MtVLu6t3POoLY7ZCNHK9Y,5 Seconds,6,243653,0,['Maurizio Gubellini'],['3Mj7kskBT2nxay5h2KVesB'],2016-01-18,0.699,0.89,4,-7.492,1,0.0815,0.000968,0.797,0.103,0.198,127.982,4,1,2016,1404,[],16,
5hNcNW3aSDM6Nr4UYhQLLu,Cinema - Maurizio Gubellini Remix,6,217490,0,"['Benny Benassi', 'Gary Go']","['4Ws2otunReOa6BbwxxpCt6', '6beTArFVpUujvkHi9FVPqs']",2016-01-18,0.597,0.594,11,-9.404,0,0.0763,0.0109,0.0003,0.839,0.481,127.992,4,2,2016,537938,"['edm', 'electro house', 'pop dance']",66,edm
